date,material_type,quantity_requested,quantity_sold,average_price,number_of_buyers,number_of_transactions,location
2025-12-05,Paper,8159.7,7627.6,11.87,19,21,Ahmedabad
2025-12-06,Paper,6578.7,5413.2,11.84,13,15,Surat
2025-12-07,Paper,4446.5,3537.5,12.46,13,14,Mumbai
2025-12-08,Paper,8688.8,7651.7,11.86,20,17,Chennai
2025-12-09,Paper,8977.2,6772.6,12.42,16,18,Pune
2025-12-10,Paper,8385.9,6714.2,12.57,16,20,Coimbatore
2025-12-11,Paper,8437.9,6484.7,11.92,19,26,Surat
2025-12-12,Paper,9062.2,8345.3,12.38,18,25,Mumbai
2025-12-13,Paper,7118.9,6006.6,11.93,14,15,Bengaluru
2025-12-14,Paper,5068.1,4166.6,12.53,10,13,Mumbai
2025-12-15,Paper,8212.1,6489.7,12.22,15,14,Pune
2025-12-16,Paper,8893.4,6774.5,12.39,20,20,Surat
2025-12-17,Paper,8357.7,7118.3,12.04,17,25,Ahmedabad
2025-12-18,Paper,8313.2,7160.7,11.83,16,18,Ahmedabad
2025-12-19,Paper,8616.1,7481.4,11.72,19,25,Pune
2025-12-20,Paper,6890.3,6444.4,11.77,15,19,Pune
2025-12-21,Paper,4946.6,4543.7,12.28,9,8,Hyderabad
2025-12-22,Paper,8315.6,7443.5,11.99,17,22,Bengaluru
2025-12-23,Paper,9183.3,7694.6,11.53,18,16,Bengaluru
2025-12-24,Paper,9270.1,8680.1,11.74,17,16,Surat
2025-12-25,Paper,8221.7,7753.0,11.87,16,18,Chennai
2025-12-26,Paper,9273.7,7811.6,12.5,19,25,Mumbai
2025-12-27,Paper,6969.0,6590.6,11.73,16,17,Pune
2025-12-28,Paper,5435.5,4184.6,11.6,13,13,Chennai
2025-12-29,Paper,8991.3,8464.4,12.56,18,14,Bengaluru
2025-12-30,Paper,9053.5,8070.9,12.37,21,27,Bengaluru
2025-12-31,Paper,9006.7,6823.2,12.33,18,23,Pune
2025-01-01,Glass,4453.3,3491.1,8.36,18,27,Bengaluru
2025-01-02,Glass,3979.6,3336.8,8.35,16,18,Mumbai
2025-01-03,Glass,4365.8,3433.8,8.1,16,21,Hyderabad
2025-01-04,Glass,3669.6,3420.5,7.78,15,14,Bengaluru
2025-01-05,Glass,2587.6,2311.0,8.02,10,12,Surat
2025-01-06,Glass,4759.4,3747.7,8.26,17,15,Coimbatore
2025-01-07,Glass,4205.4,3270.1,7.6,17,23,Chennai
2025-01-08,Glass,4519.4,3622.3,8.32,17,25,Kolkata
2025-01-09,Glass,4323.5,3575.9,8.3,17,25,Pune
2025-01-10,Glass,4608.2,3655.8,8.0,17,24,Ahmedabad
2025-01-11,Glass,3542.8,2833.3,8.38,14,13,Kolkata
2025-01-12,Glass,2433.9,2101.8,7.76,12,13,Coimbatore
2025-01-13,Glass,4673.0,4126.5,8.05,17,14,Surat
2025-01-14,Glass,4330.2,3429.2,7.79,17,24,Hyderabad
2025-01-15,Glass,4162.7,3209.8,7.7,16,24,Mumbai
2025-01-16,Glass,4358.5,4089.4,8.19,18,19,Bengaluru
2025-01-17,Glass,4602.4,4081.7,7.96,17,21,Coimbatore
2025-01-18,Glass,3917.4,3349.8,7.93,13,10,Coimbatore
2025-01-19,Glass,2600.4,2195.8,7.74,13,16,Ahmedabad
2025-01-20,Glass,4792.1,3675.9,7.73,15,17,Mumbai
2025-01-21,Glass,4273.4,3501.8,7.8,16,19,Coimbatore
2025-01-22,Glass,4472.9,3472.2,7.77,16,22,Surat
2025-01-23,Glass,4520.3,3856.8,7.97,17,15,Pune
2025-01-24,Glass,4571.5,3835.9,8.1,16,15,Coimbatore
2025-01-25,Glass,3749.4,3426.2,8.04,16,13,Delhi
2025-01-26,Glass,2782.3,2567.4,8.31,11,16,Ahmedabad
2025-01-27,Glass,4554.4,3722.1,7.74,17,15,Hyderabad
2025-01-28,Glass,4687.4,4390.0,7.64,19,24,Delhi
2025-01-29,Glass,4666.7,3960.7,7.88,18,18,Kolkata
2025-01-30,Glass,4506.6,3684.7,8.39,19,20,Chennai
2025-01-31,Glass,4685.1,3798.4,7.63,19,26,Ahmedabad
2025-02-01,Glass,3795.3,2980.1,7.8,15,19,Delhi
2025-02-02,Glass,2675.3,2074.9,7.74,12,18,Chennai
2025-02-03,Glass,4761.7,4085.7,7.7,16,13,Hyderabad
2025-02-04,Glass,4786.2,4213.1,7.82,17,24,Mumbai
2025-02-05,Glass,4700.2,4377.5,7.72,18,25,Mumbai
2025-02-06,Glass,5056.7,4462.4,8.34,20,28,Surat
2025-02-07,Glass,4583.7,4266.7,7.69,18,20,Coimbatore
2025-02-08,Glass,3768.2,3159.0,8.32,16,20,Delhi
2025-02-09,Glass,3326.4,2869.8,8.19,13,15,Ahmedabad
2025-02-10,Glass,4655.7,3743.9,7.66,15,13,Delhi
2025-02-11,Glass,4607.6,3877.5,7.72,18,18,Chennai
2025-02-12,Glass,5040.1,4288.1,8.1,20,22,Surat
2025-02-13,Glass,4492.6,4171.6,7.77,17,14,Bengaluru
2025-02-14,Glass,4875.7,3928.6,7.77,16,18,Mumbai
2025-02-15,Glass,4426.0,3635.0,8.14,18,27,Mumbai
2025-02-16,Glass,2520.6,2385.6,8.39,12,14,Mumbai
2025-02-17,Glass,4569.7,3829.8,7.83,18,22,Hyderabad
2025-02-18,Glass,4680.5,3874.5,7.65,19,26,Pune
2025-02-19,Glass,5174.1,4288.2,8.06,20,29,Surat
2025-02-20,Glass,5233.3,4071.0,7.64,18,23,Bengaluru
2025-02-21,Glass,4919.6,4151.8,7.77,18,24,Chennai
2025-02-22,Glass,4213.3,3278.8,7.91,17,25,Chennai
2025-02-23,Glass,3163.4,2470.2,7.8,10,12,Pune
2025-02-24,Glass,5420.2,4561.5,8.0,21,22,Surat
2025-02-25,Glass,5026.7,3885.8,7.79,18,17,Delhi
2025-02-26,Glass,4628.8,3824.0,7.61,19,26,Coimbatore
2025-02-27,Glass,4937.8,4567.9,7.87,19,26,Hyderabad
2025-02-28,Glass,5029.5,4181.8,8.08,17,14,Mumbai
2025-03-01,Glass,4099.0,3134.2,8.33,14,19,Delhi
2025-03-02,Glass,2899.5,2370.9,7.75,14,16,Delhi
2025-03-03,Glass,5376.0,4819.3,8.03,21,30,Surat
2025-03-04,Glass,5419.3,5146.1,7.96,20,27,Coimbatore
2025-03-05,Glass,5142.1,4613.9,8.24,19,16,Ahmedabad
2025-03-06,Glass,5407.9,4350.5,7.9,19,26,Hyderabad
2025-03-07,Glass,5271.4,4872.8,7.63,17,23,Surat
2025-03-08,Glass,4231.6,3240.9,8.29,17,25,Mumbai
2025-03-09,Glass,3165.7,2499.0,8.05,10,13,Delhi
2025-03-10,Glass,5248.3,4186.4,8.33,20,22,Chennai
2025-03-11,Glass,5656.3,5267.8,8.31,21,29,Coimbatore
2025-03-12,Glass,4967.8,4460.1,7.8,18,25,Delhi
2025-03-13,Glass,5163.1,4315.4,8.02,18,24,Ahmedabad
2025-03-14,Glass,5251.2,4261.5,7.82,20,23,Hyderabad
2025-03-15,Glass,4367.6,3824.1,7.8,18,21,Ahmedabad
2025-03-16,Glass,3280.3,2573.8,7.77,13,17,Bengaluru
2025-03-17,Glass,5301.7,4063.4,7.73,18,23,Surat
2025-03-18,Glass,5031.8,4648.9,8.27,20,29,Bengaluru
2025-03-19,Glass,5494.2,4255.4,8.05,17,14,Chennai
2025-03-20,Glass,5486.0,4346.7,8.38,17,17,Mumbai
2025-03-21,Glass,4955.7,4656.5,7.81,18,20,Ahmedabad
2025-03-22,Glass,4332.6,3311.0,8.26,16,14,Ahmedabad
2025-03-23,Glass,2745.8,2416.3,7.9,9,9,Delhi
2025-03-24,Glass,5237.2,4502.0,8.27,21,18,Chennai
2025-03-25,Glass,5197.8,4316.1,8.26,19,20,Delhi
2025-03-26,Glass,5548.3,4706.7,8.23,21,28,Delhi
2025-03-27,Glass,5417.7,5073.4,8.25,20,21,Mumbai
2025-03-28,Glass,5144.8,4353.2,7.92,20,21,Coimbatore
2025-03-29,Glass,4555.1,3872.0,8.19,17,24,Bengaluru
2025-03-30,Glass,2808.5,2435.6,7.85,11,16,Chennai
2025-03-31,Glass,5489.7,4656.4,7.65,21,26,Kolkata
2025-04-01,Glass,5267.7,4472.4,7.71,21,24,Bengaluru
2025-04-02,Glass,5364.0,4525.1,7.84,19,17,Coimbatore
2025-04-03,Glass,5544.4,4636.4,8.15,22,23,Coimbatore
2025-04-04,Glass,5554.0,4625.5,8.09,22,30,Ahmedabad
2025-04-05,Glass,4683.9,4247.0,7.79,19,21,Mumbai
2025-04-06,Glass,3104.4,2349.8,7.9,13,12,Delhi
2025-04-07,Glass,5528.4,5098.1,7.95,22,18,Bengaluru
2025-04-08,Glass,5384.9,4900.4,7.67,18,15,Chennai
2025-04-09,Glass,5514.0,4735.4,7.75,22,30,Hyderabad
2025-04-10,Glass,5570.4,4447.2,7.62,18,16,Chennai
2025-04-11,Glass,5467.5,4976.5,8.01,17,18,Mumbai
2025-04-12,Glass,4084.9,3473.6,7.86,17,20,Pune
2025-04-13,Glass,3206.8,2490.7,7.83,12,14,Chennai
2025-04-14,Glass,5572.9,4562.6,7.82,21,26,Mumbai
2025-04-15,Glass,5367.8,4397.8,8.17,21,20,Chennai
2025-04-16,Glass,5250.6,4922.4,8.37,21,20,Kolkata
2025-04-17,Glass,5806.1,4884.4,8.34,19,20,Delhi
2025-04-18,Glass,5612.4,5281.5,8.33,21,31,Hyderabad
2025-04-19,Glass,4420.4,3896.2,7.76,18,23,Surat
2025-04-20,Glass,2926.8,2403.1,8.31,14,15,Mumbai
2025-04-21,Glass,5358.1,4091.8,8.12,18,19,Delhi
2025-04-22,Glass,5785.3,5384.9,8.15,22,27,Surat
2025-04-23,Glass,5554.5,5269.2,8.22,21,19,Delhi
2025-04-24,Glass,5418.7,5076.5,7.85,20,22,Bengaluru
2025-04-25,Glass,5632.5,4891.2,7.91,22,22,Delhi
2025-04-26,Glass,4315.5,3689.9,7.89,14,16,Surat
2025-04-27,Glass,3462.1,2913.4,7.95,15,20,Surat
2025-04-28,Glass,5805.0,5382.9,7.64,18,16,Ahmedabad
2025-04-29,Glass,5442.0,4966.6,8.09,17,22,Surat
2025-04-30,Glass,5410.3,4396.2,8.18,18,25,Hyderabad
2025-05-01,Glass,5012.9,4301.1,8.13,17,15,Bengaluru
2025-05-02,Glass,5240.4,4060.5,8.29,19,24,Surat
2025-05-03,Glass,4214.3,3195.7,7.82,16,21,Delhi
2025-05-04,Glass,3190.9,2502.6,7.84,13,14,Bengaluru
2025-05-05,Glass,5471.1,4268.0,7.68,19,21,Hyderabad
2025-05-06,Glass,5266.7,4615.9,7.79,18,27,Pune
2025-05-07,Glass,5478.8,4149.1,7.72,18,24,Delhi
2025-05-08,Glass,5635.2,4370.9,7.79,22,19,Mumbai
2025-05-09,Glass,5638.6,4245.3,7.64,21,21,Surat
2025-05-10,Glass,4098.1,3693.8,8.27,13,17,Bengaluru
2025-05-11,Glass,3134.4,2389.2,8.31,14,14,Pune
2025-05-12,Glass,5251.8,3990.6,7.82,17,23,Surat
2025-05-13,Glass,5706.9,4522.6,8.29,19,22,Surat
2025-05-14,Glass,5681.3,4987.8,8.31,22,30,Coimbatore
2025-05-15,Glass,5342.6,4156.2,7.82,19,28,Hyderabad
2025-05-16,Glass,5366.6,4117.3,8.33,17,19,Chennai
2025-05-17,Glass,4374.0,3866.0,7.74,16,21,Hyderabad
2025-05-18,Glass,2700.5,2532.4,7.7,12,14,Hyderabad
2025-05-19,Glass,5578.6,4730.1,7.88,20,22,Chennai
2025-05-20,Glass,5453.6,4567.5,7.96,20,29,Pune
2025-05-21,Glass,5698.9,4639.5,8.05,18,18,Chennai
2025-05-22,Glass,5281.7,4151.1,7.91,20,17,Hyderabad
2025-05-23,Glass,5373.9,4653.9,8.24,21,28,Bengaluru
2025-05-24,Glass,4146.2,3613.2,7.74,13,18,Chennai
2025-05-25,Glass,2936.3,2405.3,8.35,10,9,Mumbai
2025-05-26,Glass,5249.4,4809.0,7.78,18,22,Delhi
2025-05-27,Glass,5680.7,4439.6,8.09,22,33,Pune
2025-05-28,Glass,5337.4,4541.3,8.31,20,23,Hyderabad
2025-05-29,Glass,5497.3,4897.9,8.27,17,23,Surat
2025-05-30,Glass,5391.6,4976.3,8.29,18,20,Chennai
2025-05-31,Glass,4168.4,3700.4,7.69,17,18,Hyderabad
2025-06-01,Glass,3085.1,2663.9,8.23,12,13,Chennai
2025-06-02,Glass,5572.4,5236.9,8.24,18,24,Chennai
2025-06-03,Glass,5205.8,4343.1,8.14,18,15,Delhi
2025-06-04,Glass,5603.7,5162.5,8.18,20,24,Coimbatore
2025-06-05,Glass,5266.4,3953.9,7.82,19,18,Mumbai
2025-06-06,Glass,5334.0,4935.6,7.91,19,19,Bengaluru
2025-06-07,Glass,4497.6,4046.7,8.05,17,21,Mumbai
2025-06-08,Glass,2963.8,2310.2,8.15,10,12,Ahmedabad
2025-06-09,Glass,5420.3,4747.4,7.73,20,22,Kolkata
2025-06-10,Glass,5343.7,4263.2,7.73,21,17,Kolkata
2025-06-11,Glass,5426.2,5049.0,8.34,21,21,Ahmedabad
2025-06-12,Glass,4917.8,3793.0,8.08,17,16,Pune
2025-06-13,Glass,5021.5,3985.1,7.61,20,17,Coimbatore
2025-06-14,Glass,4479.1,3955.6,7.77,15,16,Delhi
2025-06-15,Glass,3278.4,2882.0,7.98,14,20,Mumbai
2025-06-16,Glass,5185.3,4306.4,8.04,17,19,Kolkata
2025-06-17,Glass,5311.7,4682.9,8.37,17,16,Mumbai
2025-06-18,Glass,5412.5,4929.1,8.11,18,17,Mumbai
2025-06-19,Glass,5485.2,5013.5,7.88,20,28,Kolkata
2025-06-20,Glass,4933.9,3981.7,8.26,16,17,Delhi
2025-06-21,Glass,4139.3,3712.8,7.87,16,16,Hyderabad
2025-06-22,Glass,2976.3,2418.9,8.39,10,14,Kolkata
2025-06-23,Glass,5458.2,4493.7,8.23,20,22,Delhi
2025-06-24,Glass,5809.9,4774.5,8.25,20,29,Delhi
2025-06-25,Glass,5257.1,4286.9,7.93,17,23,Hyderabad
2025-06-26,Glass,5013.8,4467.6,7.96,18,16,Surat
2025-06-27,Glass,5368.1,4931.1,8.19,21,21,Bengaluru
2025-06-28,Glass,4538.5,3484.0,8.05,16,24,Bengaluru
2025-06-29,Glass,3034.4,2473.7,8.19,12,13,Surat
2025-06-30,Glass,5083.4,4457.0,8.27,17,19,Bengaluru
2025-07-01,Glass,5448.6,4336.9,7.92,17,17,Mumbai
2025-07-02,Glass,5381.9,4191.3,7.94,18,15,Surat
2025-07-03,Glass,5036.2,4629.5,7.64,16,15,Ahmedabad
2025-07-04,Glass,5309.9,4147.3,8.07,18,16,Surat
2025-07-05,Glass,4429.9,4012.7,7.89,15,15,Hyderabad
2025-07-06,Glass,3218.1,2803.7,7.73,13,11,Mumbai
2025-07-07,Glass,5196.8,4487.7,8.32,21,21,Ahmedabad
2025-07-08,Glass,5130.6,4674.2,8.14,20,27,Hyderabad
2025-07-09,Glass,5439.8,4736.4,8.34,20,24,Hyderabad
2025-07-10,Glass,4944.4,4360.2,8.13,19,21,Surat
2025-07-11,Glass,5266.3,3975.1,8.36,20,23,Mumbai
2025-07-12,Glass,3911.8,3171.3,7.94,16,17,Mumbai
2025-07-13,Glass,3163.3,2807.6,7.78,10,13,Surat
2025-07-14,Glass,5103.5,4474.5,7.77,19,22,Pune
2025-07-15,Glass,5401.0,5028.8,7.61,19,20,Bengaluru
2025-07-16,Glass,5237.8,4278.4,8.11,18,22,Bengaluru
2025-07-17,Glass,4887.1,4033.8,8.05,17,16,Bengaluru
2025-07-18,Glass,5408.9,4410.8,8.19,18,21,Mumbai
2025-07-19,Glass,4452.0,3978.2,8.31,18,25,Surat
2025-07-20,Glass,3095.7,2762.4,7.98,10,13,Mumbai
2025-07-21,Glass,4948.8,4174.3,7.75,17,17,Mumbai
2025-07-22,Glass,5032.4,4655.2,8.38,19,20,Coimbatore
2025-07-23,Glass,5115.2,4198.0,8.35,18,22,Delhi
2025-07-24,Glass,4937.9,3789.3,7.64,19,27,Delhi
2025-07-25,Glass,5409.7,4239.9,8.25,20,27,Kolkata
2025-07-26,Glass,4128.3,3670.4,8.36,17,25,Mumbai
2025-07-27,Glass,2348.9,2218.2,8.08,10,14,Hyderabad
2025-07-28,Glass,5117.5,4534.3,8.24,20,21,Kolkata
2025-07-29,Glass,4972.9,4681.6,8.1,18,20,Chennai
2025-07-30,Glass,5020.5,3995.9,7.84,16,22,Kolkata
2025-07-31,Glass,4954.9,3942.0,8.12,16,19,Kolkata
2025-08-01,Glass,5183.2,3916.1,7.92,18,18,Delhi
2025-08-02,Glass,4283.8,3714.6,8.24,15,17,Ahmedabad
2025-08-03,Glass,2918.6,2540.6,8.23,14,17,Coimbatore
2025-08-04,Glass,4934.1,3790.4,8.14,17,16,Coimbatore
2025-08-05,Glass,4987.3,3817.1,7.77,20,27,Bengaluru
2025-08-06,Glass,4993.2,3775.9,8.1,17,21,Pune
2025-08-07,Glass,4822.6,3763.5,7.66,16,16,Delhi
2025-08-08,Glass,5092.8,4468.6,8.15,16,16,Coimbatore
2025-08-09,Glass,4116.2,3575.9,7.74,14,16,Bengaluru
2025-08-10,Glass,3145.4,2512.8,8.04,13,15,Coimbatore
2025-08-11,Glass,5210.6,4776.8,7.75,19,23,Hyderabad
2025-08-12,Glass,4816.9,3706.8,8.22,18,22,Delhi
2025-08-13,Glass,5112.6,4758.9,8.16,16,13,Coimbatore
2025-08-14,Glass,4753.1,4221.0,8.12,15,22,Delhi
2025-08-15,Glass,5077.4,4690.3,8.27,17,23,Bengaluru
2025-08-16,Glass,3890.2,3648.2,8.28,17,16,Hyderabad
2025-08-17,Glass,2611.6,2368.3,8.01,12,11,Chennai
2025-08-18,Glass,4979.7,4046.1,8.18,18,20,Chennai
2025-08-19,Glass,4384.3,3387.8,8.38,14,20,Kolkata
2025-08-20,Glass,4564.6,3836.3,7.71,16,19,Bengaluru
2025-08-21,Glass,4875.1,4539.8,8.28,16,13,Hyderabad
2025-08-22,Glass,4923.1,4339.0,8.19,20,16,Kolkata
2025-08-23,Glass,3895.0,3648.1,7.76,17,21,Bengaluru
2025-08-24,Glass,2483.6,2278.6,7.73,11,14,Coimbatore
2025-08-25,Glass,4732.0,3572.7,8.29,16,15,Chennai
2025-08-26,Glass,4970.5,4271.0,7.71,18,17,Ahmedabad
2025-08-27,Glass,5005.5,4138.9,7.89,16,23,Chennai
2025-08-28,Glass,4883.0,3877.3,7.68,19,23,Mumbai
2025-08-29,Glass,5114.8,4005.5,8.36,17,16,Delhi
2025-08-30,Glass,4030.7,3421.3,7.62,13,14,Kolkata
2025-08-31,Glass,2638.3,2037.2,8.24,12,16,Kolkata
2025-09-01,Glass,4820.3,4011.9,7.71,19,15,Pune
2025-09-02,Glass,4593.9,3533.5,7.75,18,25,Bengaluru
2025-09-03,Glass,4851.1,4057.8,7.79,16,15,Coimbatore
2025-09-04,Glass,5093.6,4446.5,7.84,19,24,Pune
2025-09-05,Glass,5006.9,3964.2,8.29,18,26,Coimbatore
2025-09-06,Glass,4221.8,3471.2,7.76,18,21,Chennai
2025-09-07,Glass,2721.0,2073.8,7.87,12,12,Pune
2025-09-08,Glass,5136.4,3855.0,7.81,18,16,Mumbai
2025-09-09,Glass,4828.0,4019.7,7.99,15,14,Ahmedabad
2025-09-10,Glass,5160.8,4391.0,7.95,20,23,Coimbatore
2025-09-11,Glass,4862.1,4190.3,8.18,16,20,Delhi
2025-09-12,Glass,5008.1,4029.1,7.84,16,17,Kolkata
2025-09-13,Glass,4235.1,3373.1,7.86,14,12,Bengaluru
2025-09-14,Glass,2742.9,2299.6,7.96,13,19,Hyderabad
2025-09-15,Glass,4912.4,4597.9,7.71,17,20,Chennai
2025-09-16,Glass,5127.6,4714.1,8.04,17,15,Pune
2025-09-17,Glass,4844.6,3738.0,8.2,16,22,Mumbai
2025-09-18,Glass,4608.7,3482.0,8.32,18,21,Chennai
2025-09-19,Glass,5303.3,4917.0,8.08,19,16,Mumbai
2025-09-20,Glass,3853.9,2922.4,7.85,13,17,Mumbai
2025-09-21,Glass,2819.8,2597.5,7.98,9,12,Ahmedabad
2025-09-22,Glass,5113.0,3884.9,7.91,20,21,Ahmedabad
2025-09-23,Glass,4762.9,4112.0,8.33,19,21,Hyderabad
2025-09-24,Glass,4686.1,4105.7,7.67,17,23,Ahmedabad
2025-09-25,Glass,4941.8,4436.0,8.08,18,22,Kolkata
2025-09-26,Glass,4536.0,4023.2,8.35,19,28,Kolkata
2025-09-27,Glass,3907.9,3025.1,7.65,13,11,Mumbai
2025-09-28,Glass,2850.5,2605.9,7.87,13,15,Delhi
2025-09-29,Glass,4853.0,4090.8,7.93,16,19,Pune
2025-09-30,Glass,4602.9,3571.2,8.05,15,13,Coimbatore
2025-10-01,Glass,5235.3,4521.5,8.23,20,22,Pune
2025-10-02,Glass,4942.3,3781.0,8.32,19,25,Coimbatore
2025-10-03,Glass,5213.2,4044.3,7.72,18,21,Mumbai
2025-10-04,Glass,3941.0,3510.6,7.88,14,14,Kolkata
2025-10-05,Glass,2646.0,2447.0,7.95,10,10,Hyderabad
2025-10-06,Glass,4998.5,4477.2,7.65,18,22,Bengaluru
2025-10-07,Glass,4907.9,4203.2,8.02,20,23,Hyderabad
2025-10-08,Glass,4722.2,3882.4,8.0,16,24,Bengaluru
2025-10-09,Glass,5258.6,4595.4,8.3,18,17,Pune
2025-10-10,Glass,4847.4,4314.8,8.31,16,15,Mumbai
2025-10-11,Glass,3662.8,2769.1,8.25,13,16,Delhi
2025-10-12,Glass,3115.4,2751.5,7.76,14,19,Mumbai
2025-10-13,Glass,4894.2,4420.2,7.83,18,18,Ahmedabad
2025-10-14,Glass,4881.7,3903.9,8.05,18,24,Delhi
2025-10-15,Glass,4658.7,4235.8,7.88,16,20,Kolkata
2025-10-16,Glass,5368.8,4813.7,7.93,20,22,Bengaluru
2025-10-17,Glass,4771.7,4030.5,7.87,16,22,Mumbai
2025-10-18,Glass,4090.8,3800.3,8.35,14,12,Chennai
2025-10-19,Glass,3067.3,2552.6,7.76,12,16,Chennai
2025-10-20,Glass,5142.6,4126.2,8.3,16,17,Hyderabad
2025-10-21,Glass,5056.4,4050.6,8.15,18,17,Delhi
2025-10-22,Glass,4738.3,3754.4,7.74,19,23,Bengaluru
2025-10-23,Glass,4927.2,4569.4,7.76,19,16,Mumbai
2025-10-24,Glass,5137.6,4126.9,7.89,16,21,Mumbai
2025-10-25,Glass,3980.1,3147.0,8.3,14,12,Chennai
2025-10-26,Glass,2967.8,2503.2,7.81,14,14,Surat
2025-10-27,Glass,5270.3,4303.1,8.11,18,24,Chennai
2025-10-28,Glass,5338.3,4678.2,8.03,19,18,Mumbai
2025-10-29,Glass,4912.7,4056.5,8.0,18,15,Surat
2025-10-30,Glass,5609.6,4332.0,8.38,21,21,Ahmedabad
2025-10-31,Glass,5336.3,4687.1,7.74,19,24,Mumbai
2025-11-01,Glass,4205.7,3304.0,8.08,18,27,Bengaluru
2025-11-02,Glass,3194.3,2557.5,8.18,13,12,Surat
2025-11-03,Glass,5695.1,4975.6,8.31,20,27,Surat
2025-11-04,Glass,4947.8,4514.4,7.89,16,13,Pune
2025-11-05,Glass,5204.3,4745.8,7.81,17,23,Hyderabad
2025-11-06,Glass,4787.7,4411.0,7.98,19,18,Hyderabad
2025-11-07,Glass,5316.2,4038.9,8.37,21,19,Pune
2025-11-08,Glass,4357.2,3912.9,8.4,14,18,Chennai
2025-11-09,Glass,3024.6,2353.3,7.92,12,17,Hyderabad
2025-11-10,Glass,5190.9,4664.3,8.03,20,29,Mumbai
2025-11-11,Glass,4927.0,3897.8,7.64,16,23,Delhi
2025-11-12,Glass,5427.0,4084.6,7.94,21,23,Coimbatore
2025-11-13,Glass,5659.0,4671.6,8.29,21,20,Ahmedabad
2025-11-14,Glass,5265.6,4910.8,8.09,18,24,Chennai
2025-11-15,Glass,4459.3,3807.2,7.99,14,15,Coimbatore
2025-11-16,Glass,2781.3,2322.2,8.28,11,12,Pune
2025-11-17,Glass,5524.0,4785.2,7.68,19,19,Bengaluru
2025-11-18,Glass,5370.5,4808.9,7.75,20,17,Mumbai
2025-11-19,Glass,5313.6,4794.5,7.75,20,18,Surat
2025-11-20,Glass,5331.1,4575.3,8.23,21,31,Bengaluru
2025-11-21,Glass,5421.7,4188.6,7.74,21,23,Chennai
2025-11-22,Glass,4543.4,3647.7,8.16,19,19,Pune
2025-11-23,Glass,2900.7,2196.8,7.97,13,17,Surat
2025-11-24,Glass,5474.0,4767.3,8.11,20,23,Mumbai
2025-11-25,Glass,5563.1,4354.7,8.35,18,18,Mumbai
2025-11-26,Glass,5369.8,4927.5,7.71,20,16,Ahmedabad
2025-11-27,Glass,5967.4,4741.5,7.99,20,26,Kolkata
2025-11-28,Glass,5455.9,5092.9,7.65,19,23,Bengaluru
2025-11-29,Glass,4436.2,3787.5,8.34,16,21,Surat
2025-11-30,Glass,3041.1,2447.0,8.38,13,17,Hyderabad
2025-12-01,Glass,6043.0,5614.4,8.32,23,27,Surat
2025-12-02,Glass,5813.2,4626.9,7.87,21,24,Ahmedabad
2025-12-03,Glass,5534.7,4881.7,8.08,22,31,Hyderabad
2025-12-04,Glass,5962.8,4937.1,7.95,22,22,Chennai
2025-12-05,Glass,5801.3,4397.8,8.07,22,22,Kolkata
2025-12-06,Glass,4731.3,3646.3,7.6,17,23,Hyderabad
2025-12-07,Glass,3246.0,2804.4,8.38,13,19,Delhi
2025-12-08,Glass,5671.3,5095.2,8.3,22,23,Kolkata
2025-12-09,Glass,5909.0,5179.4,8.1,22,24,Coimbatore
2025-12-10,Glass,5752.8,5297.9,7.94,20,20,Ahmedabad
2025-12-11,Glass,6245.6,5817.4,7.91,23,24,Chennai
2025-12-12,Glass,5649.1,5137.5,7.67,18,21,Bengaluru
2025-12-13,Glass,5102.6,4224.4,8.13,19,19,Mumbai
2025-12-14,Glass,3374.6,3148.4,8.02,12,17,Pune
2025-12-15,Glass,6025.3,5220.8,7.65,21,31,Surat
2025-12-16,Glass,6153.2,5394.1,7.86,21,20,Bengaluru
2025-12-17,Glass,5881.7,5353.6,8.11,22,30,Surat
2025-12-18,Glass,6201.8,5061.7,8.26,23,33,Pune
2025-12-19,Glass,5508.8,4983.7,7.86,19,22,Mumbai
2025-12-20,Glass,4771.3,4113.0,8.2,17,22,Bengaluru
2025-12-21,Glass,3297.1,2690.6,7.74,13,19,Kolkata
2025-12-22,Glass,5864.2,5371.0,7.94,23,32,Coimbatore
2025-12-23,Glass,6093.6,4670.5,7.99,21,28,Bengaluru
2025-12-24,Glass,6235.5,5739.1,8.07,21,26,Surat
2025-12-25,Glass,6320.7,5607.3,8.28,23,24,Bengaluru
2025-12-26,Glass,6250.2,4948.9,8.1,23,23,Surat
2025-12-27,Glass,4905.3,4611.2,8.05,16,14,Hyderabad
2025-12-28,Glass,3642.9,3216.5,7.87,12,13,Coimbatore
2025-12-29,Glass,6292.7,5424.6,8.21,22,26,Chennai
2025-12-30,Glass,6477.2,6077.4,7.83,23,27,Pune
2025-12-31,Glass,6467.4,5458.2,7.86,24,25,Hyderabad
2025-01-01,Textile,3162.7,2756.8,27.95,15,16,Surat
2025-01-02,Textile,3038.1,2451.3,26.8,14,18,Bengaluru
2025-01-03,Textile,3089.3,2330.4,26.77,15,13,Delhi
2025-01-04,Textile,2509.4,2278.8,27.17,14,12,Kolkata
2025-01-05,Textile,1790.6,1557.4,28.07,9,10,Kolkata
2025-01-06,Textile,3271.2,2570.9,27.67,16,24,Hyderabad
2025-01-07,Textile,3352.9,2956.6,28.54,14,14,Surat
2025-01-08,Textile,3252.6,2482.4,26.84,17,14,Hyderabad
